DATE,ADVANCE,DECLINE,UP VOL,DN VOL,DJIA,NYSE,TREND,TREND,A-D,SUMMATION,OSC UNCH'D,OSC TO 0,UV-DV,TREND,TREND,UV-DV,SUMMATION,OSC UNCH'D,OSC TO 0,10%,5%,PRICE,UNCHANGED
1-Oct-18,1215,1794,1840495,1435222,26651.21,-579,-93.03,-12.98,-80.04,1590.55,-173,1428,405273,54042,78571,-24529,1006466,29513,520088,26305.08,26016.95,288.13,26593.21
2-Oct-18,1178,1801,1519162,1763041,26773.94,-623,-146.02,-43.48,-102.54,1488.01,-249,1802,-243879,24250,62448,-38198,968268,-13948,750019,26351.97,26054.8,297.17,26649.14
3-Oct-18,1475,1527,2155495,1280275,26828.39,-52,-136.62,-43.91,-92.71,1395.3,-229,1625,875220,109347,103087,6260,974528,115607,-9594,26399.61,26093.48,306.13,26705.74
4-Oct-18,625,2417,1184890,2211604,26627.48,-1792,-302.16,-131.31,-170.84,1224.46,-473,2944,-1026714,-4259,46597,-50856,923672,-55115,962005,26422.4,26120.18,302.22,26724.61
5-Oct-18,990,2018,1207842,2040441,26447.05,-1028,-374.74,-176.15,-198.59,1025.86,-573,3399,-832599,-87093,2637,-89730,833942,-176823,1617780,26424.86,26136.52,288.34,26713.2
8-Oct-18,1502,1481,2162547,1105940,26486.78,21,-335.17,-166.29,-168.88,856.99,-504,2874,1056607,27277,55336,-28059,805883,-782,560391,26431.05,26154.04,277.02,26708.07
9-Oct-18,1412,1567,1449611,1967253,26430.57,-155,-317.15,-165.73,-151.43,705.56,-469,2560,-517642,-27215,26687,-53902,751981,-81117,996917,26431.01,26167.86,263.14,26694.15
10-Oct-18,342,2686,414820,4014316,25598.74,-2344,-519.84,-274.64,-245.2,460.36,-765,4139,-3599496,-384443,-154622,-229821,522161,-614264,3982149,26347.78,26139.41,208.37,26556.15
11-Oct-18,640,2386,819201,4031045,25052.83,-1746,-642.45,-348.21,-294.24,166.12,-937,4948,-3211844,-667183,-307484,-359700,162461,-1026883,6167110,26218.28,26085.08,133.21,26351.49
12-Oct-18,1729,1280,2508607,1388267,25339.99,449,-533.31,-308.35,-224.96,-58.84,-758,3741,1120340,-488431,-236092,-252339,-89877,-740769,4306001,26130.45,26047.82,82.63,26213.09
15-Oct-18,1773,1224,1869521,1344629,25250.55,549,-425.08,-265.48,-159.6,-218.44,-585,2607,524892,-387099,-198043,-189055,-278933,-576154,3204955,26042.46,26007.96,34.51,26076.97
16-Oct-18,2566,464,2775433,595458,25798.42,2102,-172.37,-147.11,-25.26,-243.7,-198,308,2179975,-130391,-79142,-51249,-330182,-181640,843339,26018.06,25997.48,20.58,26038.64
17-Oct-18,1106,1857,1395071,1833292,25706.68,-751,-230.23,-177.3,-52.93,-296.63,-283,775,-438221,-161174,-97096,-64078,-394260,-225252,1056308,25986.92,25982.94,3.98,25990.9
18-Oct-18,707,2285,661546,2887522,25379.45,-1578,-365.01,-247.34,-117.67,-414.3,-483,1871,-2225976,-367654,-203540,-164114,-558374,-531769,2750516,25926.17,25952.77,-26.59,25899.58
19-Oct-18,1454,1521,1812246,1668761,25444.34,-67,-335.21,-238.32,-96.89,-511.19,-432,1506,143485,-316540,-186189,-130352,-688725,-446892,2160139,25877.99,25927.35,-49.35,25828.64
22-Oct-18,1239,1758,1044510,2154842,25317.41,-519,-353.59,-252.35,-101.23,-612.43,-455,1570,-1110332,-395920,-232396,-163524,-852249,-559443,2711027,25821.93,25896.85,-74.92,25747.02
23-Oct-18,929,2090,1316092,2948572,25191.43,-1161,-434.33,-297.79,-136.54,-748.97,-571,2160,-1632480,-519576,-302400,-217175,-1069424,-736751,3606756,25758.88,25861.58,-102.7,25656.19
24-Oct-18,682,2341,584221,3990670,24583.42,-1659,-556.8,-365.85,-190.95,-939.92,-748,3071,-3406449,-808263,-457603,-350660,-1420085,-1158923,5854282,25641.34,25797.67,-156.33,25485
25-Oct-18,2178,829,3308027,1229552,24984.55,1349,-366.22,-280.1,-86.11,-1026.03,-452,1270,2078475,-519589,-330799,-188790,-1608875,-708380,3067428,25575.66,25757.01,-181.36,25394.3
26-Oct-18,831,2162,1185761,3512515,24688.31,-1331,-462.69,-332.65,-130.05,-1156.08,-593,2008,-2326754,-700306,-430597,-269709,-1878584,-970015,4424167,25486.92,25703.58,-216.66,25270.27
29-Oct-18,1275,1723,1842813,2763858,24442.92,-448,-461.23,-338.42,-122.81,-1278.89,-584,1872,-921045,-722380,-455119,-267261,-2145845,-989640,4355572,25382.52,25640.55,-258.02,25124.5
30-Oct-18,2098,899,3727540,1296722,24874.64,1199,-295.2,-261.55,-33.66,-1312.54,-329,344,2430818,-407060,-310822,-96238,-2242082,-503298,1421456,25331.73,25602.25,-270.52,25061.22
31-Oct-18,1806,1205,3151686,1844799,25115.76,601,-205.58,-218.42,12.84,-1299.71,-193,-449,1306887,-235665,-229937,-5728,-2247811,-241394,-126824,25310.14,25577.93,-267.79,25042.35
1-Nov-18,2262,750,3218591,1415603,25380.74,1512,-33.82,-131.9,98.07,-1201.63,64,-1897,1802988,-31800,-128290,96491,-2151320,64691,-1865122,25317.2,25568.07,-250.87,25066.33
2-Nov-18,1285,1704,1749178,2403428,25270.83,-419,-72.34,-146.25,73.91,-1127.72,2,-1477,-654250,-94045,-154588,60544,-2090777,-33501,-1244373,25312.56,25553.21,-240.64,25071.92
5-Nov-18,1930,1064,2458420,1066994,25461.7,866,21.49,-95.64,117.13,-1010.59,139,-2204,1391426,54502,-77288,131790,-1958987,186292,-2449507,25327.47,25548.63,-221.16,25106.32
6-Nov-18,1867,1125,2157019,1253342,25635.01,742,93.54,-53.76,147.3,-863.29,241,-2705,903677,139420,-28239,167659,-1791328,307079,-3046105,25358.23,25552.95,-194.72,25163.51
7-Nov-18,2281,733,2899402,902297,26180.3,1548,238.99,26.33,212.66,-650.63,452,-3802,1997105,325188,73028,252160,-1539167,577349,-4465861,25440.44,25584.32,-143.88,25296.55
8-Nov-18,1408,1584,1223121,2294326,26191.22,-176,197.49,16.21,181.28,-469.35,379,-3247,-1071205,185549,15816,169733,-1369434,355282,-3039374,25515.51,25614.66,-99.15,25416.37
9-Nov-18,960,2009,1145336,2750809,25989.3,-1049,72.84,-37.05,109.89,-359.47,183,-2015,-1605473,6447,-65248,71695,-1297739,78142,-1355760,25562.89,25633.39,-70.5,25492.39
12-Nov-18,792,2189,604691,2998763,25387.18,-1397,-74.14,-105.04,30.9,-328.56,-43,-661,-2394072,-233605,-181690,-51916,-1349655,-285521,752792,25545.32,25621.08,-75.76,25469.56
13-Nov-18,1447,1552,1943791,2037670,25286.49,-105,-77.23,-105.04,27.81,-300.75,-49,-606,-93879,-219633,-177299,-42334,-1391988,-261966,584705,25519.44,25604.35,-84.92,25434.52
14-Nov-18,1199,1802,1615472,2653587,25080.5,-603,-129.81,-129.94,0.13,-300.62,-130,-132,-1038115,-301481,-220340,-81141,-1473129,-382622,1240198,25475.54,25578.16,-102.62,25372.93
15-Nov-18,1712,1290,2364212,1367023,25289.27,422,-74.63,-102.34,27.72,-272.9,-47,-601,997189,-171614,-159463,-12150,-1485280,-183764,59245,25456.92,25563.72,-106.8,25350.12
16-Nov-18,1566,1408,2008954,1850890,25413.22,158,-51.36,-89.33,37.96,-234.93,-13,-773,158064,-138646,-143587,4941,-1480339,-133705,-232525,25452.55,25556.19,-103.64,25348.9
19-Nov-18,790,2197,1130617,2478243,25017.44,-1407,-186.93,-155.21,-31.72,-266.65,-219,416,-1347626,-259544,-203789,-55755,-1536094,-315299,799802,25409.04,25529.25,-120.22,25288.82
20-Nov-18,471,2556,493779,3764598,24465.64,-2085,-376.73,-251.7,-125.03,-391.68,-502,1999,-3270819,-560672,-357140,-203531,-1739625,-764203,3306419,25314.7,25476.07,-161.38,25153.32
21-Nov-18,2202,777,2473947,705191,24464.69,1425,-196.56,-167.86,-28.7,-420.38,-225,349,1768756,-327729,-250846,-76883,-1816508,-404612,1133051,25229.7,25425.5,-195.81,25033.89
23-Nov-18,1301,1613,504155,1124348,24285.95,-312,-208.1,-175.07,-33.03,-453.41,-241,420,-620193,-356975,-269313,-87662,-1904170,-444637,1308607,25135.32,25368.53,-233.2,24902.12
26-Nov-18,1900,1092,2459534,899793,24640.24,808,-106.49,-125.92,19.42,-433.99,-87,-476,1559741,-165304,-177860,12557,-1891613,-152747,-403881,25085.81,25332.11,-246.3,24839.51
27-Nov-18,1165,1835,1480107,1903649,24748.73,-670,-162.84,-153.12,-9.72,-443.71,-173,22,-423542,-191127,-190144,-983,-1892597,-192110,-172450,25052.1,25302.94,-250.84,24801.27
28-Nov-18,2407,591,3438370,445038,25366.43,1816,35.04,-54.67,89.71,-354.01,125,-1669,2993332,127319,-30971,158289,-1734307,285608,-2880174,25083.54,25306.12,-222.58,24860.96
29-Nov-18,1410,1590,1505450,1978256,25338.84,-180,13.54,-60.93,74.47,-279.54,88,-1401,-472806,67306,-53062,120368,-1613939,187674,-2219694,25109.07,25307.75,-198.69,24910.38
30-Nov-18,1630,1382,2384148,2055804,25538.46,248,36.98,-45.49,82.47,-197.07,119,-1530,328344,93410,-33992,127402,-1486537,220812,-2327226,25152.01,25319.29,-167.28,24984.73
3-Dec-18,2204,794,3148450,956852,25826.43,1410,174.28,27.29,147,-50.08,321,-2619,2191598,303229,77287,225941,-1260596,529170,-3989654,25219.45,25344.65,-125.2,25094.25
4-Dec-18,498,2543,288405,4118542,25027.07,-2045,-47.64,-76.33,28.68,-21.39,-19,-593,-3830137,-110108,-118084,7976,-1252620,-102132,-261649,25200.21,25328.77,-128.56,25071.66
6-Dec-18,1166,1845,1789027,3262476,24947.67,-679,-110.78,-106.46,-4.32,-25.71,-115,-29,-1473449,-246442,-185852,-60590,-1313210,-307032,904768,25174.96,25309.71,-134.75,25040.2
7-Dec-18,932,2042,767224,3308440,24388.95,-1110,-210.7,-156.64,-54.07,-79.78,-265,817,-2541216,-475919,-303620,-172299,-1485509,-648219,2797765,25096.36,25263.67,-167.32,24929.04
10-Dec-18,975,2024,1052208,2981849,24423.26,-1049,-294.53,-201.25,-93.28,-173.06,-388,1478,-1929641,-621292,-384921,-236370,-1721880,-857662,3869744,25029.05,25221.65,-192.61,24836.44
11-Dec-18,1345,1649,1545563,2241907,24370.24,-304,-295.48,-206.39,-89.09,-262.14,-385,1397,-696344,-628797,-400492,-228304,-1950184,-857101,3708987,24963.17,25179.08,-215.92,24747.25
12-Dec-18,1973,1043,2722539,1188521,24527.27,930,-172.93,-149.57,-23.36,-285.5,-196,271,1534018,-412515,-303767,-108748,-2058932,-521264,1653705,24919.58,25146.49,-226.92,24692.66
13-Dec-18,1068,1911,1539061,2224627,24597.38,-843,-239.94,-184.24,-55.69,-341.19,-296,818,-685566,-439820,-322857,-116964,-2175896,-556784,1782487,24887.36,25119.04,-231.68,24655.68
14-Dec-18,670,2325,779545,3187485,24100.51,-1655,-381.44,-257.78,-123.66,-464.86,-505,1968,-2407940,-636632,-427111,-209521,-2385417,-846154,3344274,24808.67,25068.11,-259.44,24549.23
17-Dec-18,403,2628,609400,3904987,23592.98,-2225,-565.8,-356.14,-209.66,-674.51,-775,3418,-3295587,-902528,-570535,-331993,-2717410,-1234521,5405340,24687.1,24994.35,-307.25,24379.85
18-Dec-18,1370,1636,2018610,2276255,23675.64,-266,-535.82,-351.64,-184.18,-858.7,-720,2964,-257645,-838040,-554890,-283149,-3000560,-1121189,4541796,24585.96,24928.42,-342.46,24243.5
19-Dec-18,827,2169,1135008,3897217,23323.66,-1342,-616.44,-401.15,-215.28,-1073.98,-832,3474,-2762209,-1030456,-665256,-365200,-3365760,-1395657,5908348,24459.73,24848.18,-388.45,24071.27
20-Dec-18,580,2449,926750,4544163,22859.6,-1869,-741.69,-474.55,-267.15,-1341.13,-1009,4334,-3617413,-1289152,-812864,-476288,-3842048,-1765440,7760321,24299.71,24748.75,-449.04,23850.68
21-Dec-18,676,2349,963602,6167461,22445.37,-1673,-834.82,-534.47,-300.36,-1641.49,-1135,4872,-5203859,-1680623,-1032414,-648209,-4490257,-2328832,10635348,24114.28,24633.58,-519.3,23594.98
24-Dec-18,630,2354,294761,2235474,21792.2,-1724,-923.74,-593.95,-329.8,-1971.28,-1254,5342,-1940713,-1706632,-1077829,-628803,-5119060,-2335435,10240626,23882.07,24491.51,-609.44,23272.63
26-Dec-18,2646,383,4019066,166721,22878.45,2263,-605.07,-451.1,-153.97,-2125.25,-759,2320,3852345,-1150734,-831320,-319414,-5438474,-1470148,4918133,23781.71,24410.86,-629.15,23152.56
27-Dec-18,1619,1376,2412346,1496671,23138.82,243,-520.26,-416.39,-103.87,-2229.12,-624,1453,915675,-944093,-743970,-200123,-5638597,-1144216,2858242,23717.42,24347.26,-629.84,23087.58
28-Dec-18,1935,1069,1930796,1654090,23062.4,866,-381.63,-352.27,-29.36,-2258.48,-411,176,276706,-822013,-692937,-129077,-5767674,-951090,1630446,23651.92,24283.01,-631.1,23020.82
31-Dec-18,2153,868,2298432,1078483,23327.46,1285,-214.97,-270.41,55.44,-2203.04,-160,-1268,1219949,-617817,-597292,-20525,-5788199,-638342,-227845,23619.47,24235.24,-615.76,23003.71
2-Jan-19,2111,909,2521622,1101546,23346.24,1202,-73.27,-196.79,123.51,-2079.53,50,-2420,1420076,-414028,-496424,82396,-5705803,-331632,-1979553,23592.15,24190.79,-598.64,22993.51
3-Jan-19,1242,1742,1236003,2512154,22686.22,-500,-115.95,-211.95,96,-1983.52,-20,-1940,-1276151,-500240,-535410,35170,-5670633,-465070,-1168472,23501.56,24115.56,-614,22887.55
4-Jan-19,2732,276,3954767,188741,23433.16,2456,141.25,-78.55,219.8,-1763.72,361,-4035,3766026,-73613,-320338,246725,-5423908,173111,-4761386,23494.72,24081.44,-586.72,22907.99
7-Jan-19,2371,650,3244380,785368,23531.35,1721,299.22,11.43,287.8,-1475.93,587,-5169,2459012,179649,-181371,361020,-5062888,540669,-6679729,23498.38,24053.93,-555.55,22942.83
8-Jan-19,2324,681,2802114,1206875,23787.45,1643,433.6,93,340.6,-1135.33,774,-6038,1595239,321208,-92540,413748,-4649139,734956,-7540012,23527.29,24040.61,-513.32,23013.96
9-Jan-19,2008,962,2950104,989256,23879.12,1046,494.84,140.65,354.19,-781.14,849,-6235,1960848,485172,10129,475043,-4174096,960215,-8540645,23562.47,24032.54,-470.07,23092.41
10-Jan-19,1814,1154,2039472,1573554,24001.92,660,511.36,166.62,344.74,-436.41,856,-6039,465918,483247,32919,450328,-3723768,933575,-8072988,23606.42,24031,-424.59,23181.83
11-Jan-19,1675,1281,1931471,1332436,23995.95,394,499.62,177.99,321.63,-114.78,821,-5611,599035,494825,61224,433601,-3290167,928427,-7743596,23645.37,24029.25,-383.88,23261.49
14-Jan-19,1104,1873,1579092,1973051,23909.84,-769,372.76,130.64,242.12,127.34,615,-4227,-393959,405947,38465,367482,-2922685,773429,-6576209,23671.82,24023.28,-351.47,23320.35
15-Jan-19,1891,1070,2131589,1391263,24065.59,821,417.58,165.16,252.42,379.77,670,-4378,740326,439385,73558,365827,-2556858,805212,-6511323,23711.19,24025.4,-314.2,23396.99
16-Jan-19,1816,1116,2335438,1362775,24207.16,700,445.82,191.9,253.92,633.69,700,-4379,972663,492713,118513,374199,-2182659,866912,-6617074,23760.79,24034.49,-273.7,23487.09
17-Jan-19,2104,863,2779441,941001,24370.1,1241,525.34,244.36,280.99,914.68,806,-4813,1838440,627285,204510,422776,-1759884,1050061,-7405453,23821.72,24051.27,-229.54,23592.18
18-Jan-19,2218,774,3277112,664052,24706.35,1444,617.21,304.34,312.87,1227.55,930,-5327,2613060,825863,324937,500926,-1258958,1326789,-8691724,23910.18,24084.02,-173.84,23736.35
22-Jan-19,685,2308,603537,3228268,24404.48,-1623,393.19,207.97,185.22,1412.76,578,-3126,-2624731,480804,177454,303350,-955608,784153,-5282840,23959.61,24100.04,-140.43,23819.18
23-Jan-19,1446,1499,1542946,1683785,24575.62,-53,348.57,194.92,153.65,1566.41,502,-2571,-140839,418639,161539,257100,-698508,675739,-4466262,24021.21,24123.82,-102.61,23918.61
24-Jan-19,2002,961,2172745,1160368,24553.24,1041,417.81,237.23,180.59,1746.99,598,-3013,1012377,478013,204081,273932,-424576,751945,-4726694,24074.42,24145.29,-70.88,24003.54
25-Jan-19,2271,688,2879036,851402,24737.2,1583,534.33,304.51,229.82,1976.81,764,-3832,2027634,632975,295259,337716,-86860,970692,-5783636,24140.7,24174.89,-34.19,24106.5
28-Jan-19,1340,1617,1405585,2096300,24528.22,-277,453.2,275.44,177.76,2154.57,631,-2924,-690715,500606,245960,254646,167786,755252,-4337669,24179.45,24192.55,-13.11,24166.34
29-Jan-19,1647,1283,1958385,1428804,24579.96,364,444.28,279.87,164.41,2318.98,609,-2680,529581,503504,260141,243362,411149,746866,-4120384,24219.5,24211.93,7.57,24227.07
30-Jan-19,2389,620,3018608,786832,25014.86,1769,576.75,354.32,222.43,2541.4,799,-3649,2231776,676331,358723,317608,728757,993939,-5358221,24299.03,24252.07,46.96,24346
31-Jan-19,2054,950,3047533,1743593,24999.67,1104,629.47,391.81,237.67,2779.07,867,-3886,1303940,739092,405984,333108,1061865,1072200,-5589961,24369.1,24289.45,79.65,24448.75
1-Feb-19,1684,1262,1998331,1638676,25063.89,422,608.73,393.32,215.41,2994.48,824,-3484,359655,701148,403667,297481,1359346,998629,-4950987,24438.58,24328.17,110.4,24548.98
4-Feb-19,1988,959,2297939,967870,25239.37,1029,650.75,425.1,225.65,3220.14,876,-3637,1330069,764040,449987,314053,1673398,1078093,-5202963,24518.66,24373.73,144.92,24663.58
5-Feb-19,1849,1079,2062945,1364591,25411.52,770,662.68,442.35,220.33,3440.47,883,-3524,698354,757472,462406,295066,1968464,1052537,-4848780,24607.94,24425.62,182.32,24790.26
6-Feb-19,1183,1774,1235964,2126712,25390.3,-591,537.31,390.68,146.63,3587.1,684,-2249,-890748,592650,394748,197902,2166366,790551,-3167481,24686.18,24473.86,212.32,24898.5
7-Feb-19,922,2024,1081488,2907901,25169.53,-1102,373.38,316.05,57.34,3644.44,431,-716,-1826413,350743,283690,67053,2233419,417797,-923271,24734.51,24508.64,225.87,24960.39
8-Feb-19,1414,1523,1605793,1928479,25106.33,-109,325.14,294.79,30.35,3674.78,355,-251,-322686,283400,253371,30029,2263448,313430,-287155,24771.7,24538.52,233.17,25004.87
11-Feb-19,1934,1017,1931879,1298644,25053.11,917,384.33,325.9,58.42,3733.21,443,-726,633235,318384,272364,46020,2309468,364403,-555987,24799.84,24564.25,235.58,25035.42
12-Feb-19,2218,734,2840147,862163,25425.76,1484,494.3,383.81,110.49,3843.7,605,-1605,1977984,484344,357645,126699,2436166,611042,-1922928,24862.43,24607.33,255.1,25117.53
13-Feb-19,1907,1035,2269787,1279675,25543.27,872,532.07,408.22,123.85,3967.54,656,-1821,990112,534921,389269,145652,2581819,680573,-2232468,24930.51,24654.13,276.39,25206.9
14-Feb-19,1577,1356,1846310,1858085,25439.39,221,500.96,398.86,102.1,4069.65,603,-1439,-11775,480251,369216,111035,2692853,591286,-1629407,24981.4,24693.39,288.01,25269.41
15-Feb-19,2293,656,2960512,577645,25883.25,1637,614.56,460.76,153.8,4223.45,768,-2308,2382867,670513,469899,200614,2893467,871126,-3141148,25071.59,24752.88,318.7,25390.29
19-Feb-19,1879,1068,2182182,1212480,25891.32,811,634.21,478.28,155.93,4379.38,790,-2328,969702,700432,494889,205542,3099009,905974,-3204875,25153.56,24809.8,343.75,25497.31
20-Feb-19,1784,1162,2271892,1460878,25954.44,622,632.99,485.46,147.52,4526.9,781,-2170,811014,711490,510695,200794,3299804,912284,-3103605,25233.65,24867.04,366.61,25600.26
21-Feb-19,1136,1785,1133331,2358696,25850.63,-649,504.79,428.74,76.05,4602.95,581,-940,-1225365,517804,423892,93912,3393716,611716,-1266524,25295.35,24916.22,379.13,25674.48
22-Feb-19,2145,807,2131587,1144619,26031.81,1338,588.11,474.2,113.91,4716.86,702,-1576,986968,564721,452046,112675,3506390,677395,-1576096,25368.99,24972,397,25765.99
25-Feb-19,1453,1487,2035582,1641553,26091.95,-34,525.9,448.79,77.11,4793.96,603,-939,394029,547652,449145,98506,3604897,646158,-1323968,25441.29,25027.99,413.29,25854.58
26-Feb-19,1213,1724,1551043,2003811,26057.98,-511,422.21,400.8,21.41,4815.37,444,15,-452768,447610,404050,43560,3648457,491170,-380030,25502.96,25079.49,423.46,25926.42
27-Feb-19,1530,1385,2052281,1613584,25985.16,145,394.49,388.01,6.48,4821.84,401,271,438697,446718,405782,40936,3689393,487655,-331072,25551.18,25124.78,426.4,25977.58
28-Feb-19,1339,1592,1684071,2581706,25916,-253,329.74,355.96,-26.22,4795.62,304,828,-897635,312283,340611,-28328,3661065,283955,850518,25587.66,25164.34,423.32,26010.98
1-Mar-19,1896,1043,2436392,1401126,26026.32,853,382.06,380.81,1.25,4796.87,383,358,1035266,384581,375344,9237,3670302,393819,209070,25631.53,25207.44,424.09,26055.61
4-Mar-19,1291,1625,1600211,2214258,25819.65,-334,310.46,345.07,-34.61,4762.26,276,968,-614047,284718,325874,-41156,3629146,243563,1066680,25650.34,25238.05,412.29,26062.63
5-Mar-19,1382,1524,1521217,1984447,25806.63,-142,265.21,320.72,-55.51,4706.75,210,1320,-463230,209924,286419,-76496,3552651,133428,1663338,25665.97,25266.48,399.49,26065.46
6-Mar-19,764,2185,527968,3166124,25673.46,-1421,96.59,233.63,-137.04,4569.71,-40,2700,-2638156,-74884,140190,-215075,3337576,-289959,4011535,25666.72,25286.83,379.89,26046.61
7-Mar-19,893,2045,1061174,2725770,25473.23,-1152,-28.27,164.35,-192.62,4377.09,-221,3632,-1664596,-233855,49951,-283807,3053770,-517662,5158469,25647.37,25296.15,351.22,25998.59
8-Mar-19,1311,1595,1411739,1916850,25450.24,-284,-53.84,141.93,-195.78,4181.31,-250,3666,-505111,-260981,22198,-283179,2770591,-544160,5119420,25627.66,25303.85,323.8,25951.46
11-Mar-19,2351,617,3052320,615208,25650.88,1734,124.94,221.54,-96.59,4084.72,28,1960,2437112,8828,142944,-134115,2636475,-125287,2557021,25629.98,25321.2,308.78,25938.75
12-Mar-19,1719,1199,1987101,1266543,25554.66,520,164.45,236.46,-72.01,4012.71,92,1533,720558,80001,171824,-91823,2544652,-11822,1824641,25622.45,25332.87,289.57,25912.02
13-Mar-19,2009,930,2901337,778311,25702.89,1079,255.9,278.59,-22.68,3990.03,233,687,2123026,284304,269384,14919,2559571,299223,838,25630.49,25351.38,279.11,25909.61
14-Mar-19,1381,1563,1479448,1858897,25709.94,-182,212.11,255.56,-43.44,3946.58,169,1038,-379449,217928,236943,-19014,2540557,198914,579201,25638.44,25369.3,269.13,25907.57
15-Mar-19,1707,1208,3246166,2439908,25848.87,499,240.8,267.73,-26.93,3919.65,214,752,806258,276761,265409,11353,2551910,288114,61057,25659.48,25393.28,266.2,25925.68
18-Mar-19,1995,955,2481121,977633,25914.1,1040,320.72,306.34,14.38,3934.03,335,48,1503488,399434,327313,72122,2624031,471556,-970875,25684.94,25419.32,265.62,25950.56
19-Mar-19,1173,1763,1579144,1944835,25887.38,-590,229.65,261.53,-31.88,3902.15,198,835,-365691,322922,292662,30259,2654291,353181,-252003,25705.18,25442.73,262.46,25967.64
20-Mar-19,1302,1619,1492777,2148090,25745.67,-317,174.98,232.6,-57.62,3844.54,117,1270,-655313,225098,245264,-20165,2634125,204933,608242,25709.23,25457.87,251.36,25960.59
21-Mar-19,2105,834,2265167,1221381,25962.51,1271,284.59,284.52,0.07,3844.61,285,283,1043786,306967,285190,21777,2655902,328744,-106800,25734.56,25483.1,251.46,25986.02
22-Mar-19,580,2395,533133,3651833,25502.32,-1815,74.63,179.54,-104.92,3739.69,-30,2068,-3118700,-35600,114995,-150595,2505307,-186195,2825705,25711.34,25484.07,227.27,25938.61
25-Mar-19,1509,1392,1561081,1650944,25516.83,117,78.86,176.42,-97.55,3642.14,-19,1932,-89863,-41026,104752,-145778,2359529,-186805,2728764,25691.89,25485.7,206.18,25898.07
26-Mar-19,2165,771,2538771,661620,25657.73,1394,210.38,237.3,-26.92,3615.22,183,722,1877151,150792,193372,-42581,2316948,108211,959824,25688.47,25494.31,194.17,25882.64
27-Mar-19,1341,1585,1063622,2142111,25625.59,-244,164.94,213.23,-48.29,3566.93,117,1082,-1078489,27864,129779,-101916,2215033,-74052,1964261,25682.18,25500.87,181.31,25863.5
28-Mar-19,2003,931,1989927,1037587,25717.46,1072,255.65,256.17,-0.52,3566.41,255,266,952340,120311,170907,-50596,2164437,69715,1081636,25685.71,25511.7,174.01,25859.72
29-Mar-19,1800,1124,2361703,1186154,25928.68,676,297.68,277.16,20.52,3586.93,318,-92,1175549,225835,221139,4696,2169132,230531,136618,25710.01,25532.55,177.46,25887.47
1-Apr-19,2262,715,2662090,745425,26258.42,1547,422.61,340.65,81.96,3668.89,505,-1135,1916665,394918,305916,89002,2258135,483920,-1296127,25764.85,25568.84,196.01,25960.86
2-Apr-19,1327,1605,1455201,1660626,26179.13,-278,352.55,309.72,42.83,3711.72,395,-461,-205425,334884,280349,54535,2312670,389419,-701283,25806.28,25599.36,206.92,26013.2
3-Apr-19,1702,1198,1707869,1729055,26218.13,504,367.7,319.43,48.26,3759.98,416,-549,-21186,299277,265272,34005,2346675,333282,-346816,25847.46,25630.29,217.17,26064.63
4-Apr-19,1912,1017,2153006,811377,26384.63,895,420.43,348.21,72.21,3832.2,493,-952,1341629,403512,319090,84422,2431097,487934,-1200511,25901.18,25668.01,233.17,26134.35
5-Apr-19,2099,826,2253362,740002,26424.99,1273,505.68,394.45,111.23,3943.43,617,-1608,1513360,514497,378803,135694,2566790,650190,-2063680,25953.56,25705.86,247.7,26201.26
8-Apr-19,1501,1430,1691080,1268150,26341.02,71,462.22,378.28,83.94,4027.36,546,-1133,422930,505340,381010,124331,2691121,629671,-1856940,25992.31,25737.62,254.69,26246.99
9-Apr-19,737,2203,642419,2334925,26150.58,-1466,269.39,286.07,-16.67,4010.69,253,586,-1692506,285555,277334,8222,2699342,293777,129343,26008.13,25758.27,249.87,26258
10-Apr-19,2161,784,1868068,1139438,26157.16,1377,380.16,340.61,39.54,4050.24,420,-371,728630,329863,299899,29964,2729307,359827,-239459,26023.04,25778.21,244.82,26267.86
11-Apr-19,1591,1336,1198821,1633454,26143.05,255,367.64,336.33,31.31,4081.54,399,-227,-434633,253413,263172,-9759,2719548,243655,438828,26035.04,25796.45,238.58,26273.62
12-Apr-19,1864,1059,2245534,1321914,26412.3,805,411.38,359.77,51.61,4133.16,463,-569,923620,320434,296194,24240,2743788,344674,-140118,26072.76,25827.25,245.52,26318.28
15-Apr-19,1351,1577,1203160,1809318,26384.77,-226,347.64,330.48,17.16,4150.32,365,22,-606158,227775,251077,-23302,2720486,204473,670513,26103.96,25855.12,248.84,26352.81
16-Apr-19,1572,1359,1885473,1436042,26452.66,213,334.17,324.6,9.57,4159.89,344,152,449431,249940,260994,-11054,2709432,238886,459968,26138.83,25885,253.84,26392.67
17-Apr-19,1193,1730,1451049,2038158,26449.54,-537,247.06,281.52,-34.47,4125.42,213,902,-587109,166235,218589,-52354,2657078,113882,1160959,26169.9,25913.23,256.68,26426.58
18-Apr-19,1430,1493,1721615,1643145,26559.54,-63,216.05,264.3,-48.25,4077.18,168,1133,78470,157459,211583,-54124,2602953,103334,1185823,26208.87,25945.54,263.33,26472.19
22-Apr-19,1220,1731,1359661,1574146,26511.05,-511,143.35,225.53,-82.19,3994.99,61,1705,-214485,120265,190280,-70015,2532938,50249,1450557,26239.09,25973.82,265.27,26504.36
23-Apr-19,2198,741,2547887,928946,26656.39,1457,274.71,287.11,-12.39,3982.6,262,510,1618941,270132,261713,8419,2541357,278551,110168,26280.82,26007.95,272.87,26553.69
