DATE,ADVANCE,DECLINE,UP VOL,DN VOL,DJIA,NYSE,TREND,TREND,A-D,SUMMATION,OSC UNCH'D,OSC TO 0,UV-DV,TREND,TREND,UV-DV,SUMMATION,OSC UNCH'D,OSC TO 0,10%,5%,PRICE,UNCHANGED
18-Nov-21,1169,2194,1204419,2993597,35870.95,-1025,-121.99,17.89,-139.88,2437.85,-262,2536,-1789178,-206728,-22833,-183895,1426728,-390623,3287271,35897.33,35589.92,307.41,36204.75
19-Nov-21,1164,2184,1131631,3117863,35601.98,-1020,-211.79,-34,-177.79,2260.06,-390,3166,-1986232,-384678,-121003,-263675,1163053,-648354,4625150,35867.8,35590.52,277.28,36145.07
22-Nov-21,1541,1842,2385047,2044618,35619.25,-301,-220.71,-47.35,-173.36,2086.7,-394,3073,340429,-312168,-97932,-214236,948817,-526404,3758317,35842.94,35591.96,250.98,36093.93
23-Nov-21,1592,1819,2360653,1925652,35813.8,-227,-221.34,-56.34,-165.01,1921.69,-386,2914,435001,-237451,-71285,-166166,782651,-403617,2919699,35840.03,35603.05,236.98,36077.01
24-Nov-21,1807,1485,2022425,1354253,35804.38,322,-167.01,-37.42,-129.59,1792.1,-297,2295,668172,-146889,-34312,-112576,670075,-259465,1992062,35836.46,35613.12,223.35,36059.81
26-Nov-21,469,2857,345207,3127590,34899.34,-2388,-389.11,-154.95,-234.16,1557.94,-623,4060,-2782383,-410438,-171716,-238722,431353,-649160,4125285,35742.75,35577.43,165.32,35908.07
29-Nov-21,1858,1523,2036141,2249432,35135.94,335,-316.7,-130.45,-186.25,1371.69,-503,3222,-213291,-390723,-173794,-216929,214424,-607652,3730924,35682.07,35555.35,126.72,35808.79
30-Nov-21,708,2710,715023,6027165,34483.72,-2002,-485.23,-224.03,-261.2,1110.5,-746,4478,-5312142,-882865,-430712,-452153,-237729,-1335018,7708048,35562.24,35501.77,60.46,35622.7
1-Dec-21,987,2412,950534,4370567,34022.04,-1425,-579.2,-284.08,-295.13,815.37,-874,5028,-3420033,-1136582,-580178,-556404,-794134,-1692986,9435095,35408.22,35427.79,-19.57,35388.65
2-Dec-21,2520,870,4162944,842400,34639.79,1650,-356.28,-187.37,-168.91,646.46,-525,2853,3320544,-690869,-385142,-305728,-1099861,-996597,5117954,35331.37,35388.39,-57.01,35274.36
3-Dec-21,915,2439,1282568,3988638,34580.08,-1524,-473.06,-254.2,-218.85,427.61,-692,3685,-2706070,-892389,-501188,-391201,-1491062,-1283591,6540433,35256.24,35347.97,-91.73,35164.52
6-Dec-21,2523,860,3838096,962026,35227.03,1663,-259.45,-158.34,-101.11,326.5,-361,1662,2876070,-515543,-332325,-183218,-1674280,-698762,2965602,35253.32,35341.92,-88.6,35164.72
7-Dec-21,2682,713,3749589,684971,35719.43,1969,-36.61,-51.98,15.37,341.87,-21,-329,3064618,-157527,-162478,4951,-1669330,-152576,-251593,35299.93,35360.8,-60.87,35239.07
8-Dec-21,2069,1290,2783597,1450072,35754.75,779,44.96,-10.43,55.38,397.25,100,-1007,1333525,-8422,-87678,79256,-1590074,70834,-1514284,35345.41,35380.5,-35.08,35310.33
9-Dec-21,848,2485,919024,2868829,35754.69,-1637,-123.24,-91.76,-31.48,365.77,-155,475,-1949805,-202560,-180784,-21776,-1611850,-224336,211185,35386.34,35399.21,-12.86,35373.48
10-Dec-21,1581,1763,2065006,1740510,35970.99,-182,-129.12,-96.27,-32.85,332.92,-162,495,324496,-149855,-155520,5666,-1606184,-144189,-257501,35444.81,35427.8,17.01,35461.82
13-Dec-21,1023,2336,1007288,3393290,35650.95,-1313,-247.5,-157.11,-90.4,242.52,-338,1470,-2386002,-373469,-267044,-106425,-1712609,-479895,1648607,35465.42,35438.95,26.47,35491.89
14-Dec-21,1013,2383,1620175,2765435,35544.18,-1370,-359.75,-217.75,-142,100.52,-502,2338,-1145260,-450649,-310955,-139693,-1852303,-590342,2203525,35473.3,35444.21,29.08,35502.38
15-Dec-21,2203,1151,2808762,1874540,35927.43,1052,-218.58,-154.26,-64.32,36.2,-283,1003,934222,-312161,-248696,-63465,-1915768,-375627,893676,35518.71,35468.37,50.34,35569.05
16-Dec-21,1553,1813,2362968,2386274,35897.64,-260,-222.72,-159.55,-63.17,-26.97,-286,978,-23306,-283276,-237427,-45849,-1961617,-329125,587857,35556.6,35489.84,66.77,35623.37
17-Dec-21,1388,1953,3262158,5039553,35365.44,-565,-256.95,-179.82,-77.13,-104.09,-334,1208,-1777395,-432688,-314425,-118263,-2079879,-550950,1814302,35537.49,35483.62,53.87,35591.36
20-Dec-21,660,2721,879742,3719642,34932.16,-2061,-437.35,-273.88,-163.47,-267.57,-601,2669,-2839900,-673409,-440699,-232710,-2312590,-906119,3748083,35476.95,35456.05,20.91,35497.86
21-Dec-21,2750,625,3565041,536849,35492.7,2125,-181.12,-153.94,-27.18,-294.75,-208,335,3028192,-303249,-267254,-35995,-2348584,-339243,380647,35478.53,35457.88,20.65,35499.18
22-Dec-21,2487,871,2504526,781531,35753.89,1616,-1.41,-65.44,64.03,-230.71,63,-1218,1722995,-100625,-167742,67117,-2281467,-33507,-1375855,35506.07,35472.68,33.39,35539.45
23-Dec-21,2289,1070,2154748,760700,35950.56,1219,120.63,-1.22,121.85,-108.86,242,-2195,1394048,48843,-89652,138495,-2142972,187338,-2582565,35550.51,35496.57,53.94,35604.46
27-Dec-21,2283,1084,1824408,884496,36302.38,1199,228.47,58.79,169.68,60.82,398,-2995,939912,137950,-38174,176124,-1966848,314073,-3208404,35625.7,35536.86,88.84,35714.54
28-Dec-21,1610,1744,1085977,1575724,36398.21,-134,192.22,49.15,143.07,203.89,335,-2526,-489747,75180,-60753,135933,-1830915,211113,-2507544,35702.95,35579.93,123.02,35825.97
29-Dec-21,1875,1481,1202680,1739183,36488.63,394,212.4,66.4,146.01,349.89,358,-2562,-536503,14012,-84540,98552,-1732363,112564,-1858477,35781.52,35625.37,156.15,35937.67
30-Dec-21,1857,1490,1925789,1154739,36398.08,367,227.86,81.43,146.44,496.33,374,-2554,771050,89716,-41761,131476,-1600887,221192,-2408335,35843.18,35664,179.17,36022.35
31-Dec-21,2045,1335,1191425,1413427,36338.3,710,276.07,112.85,163.22,659.55,439,-2825,-222002,58544,-50773,109317,-1491570,167860,-2018473,35892.69,35697.72,194.97,36087.66
3-Jan-22,1945,1463,2696207,1123180,36585.06,482,296.67,131.31,165.36,824.9,462,-2845,1573027,209992,30417,179575,-1311995,389567,-3201933,35961.93,35742.08,219.84,36181.77
4-Jan-22,1739,1639,2985020,1690865,36799.65,100,277,129.75,147.25,972.16,424,-2521,1294155,318408,93604,224804,-1087191,543213,-3952875,36045.7,35794.96,250.74,36296.43
5-Jan-22,633,2745,1162012,3656005,36407.11,-2112,38.1,17.66,20.44,992.6,59,-350,-2493993,37168,-35776,72944,-1014246,110112,-1348770,36081.84,35825.57,256.27,36338.11
6-Jan-22,1873,1474,2378861,1844900,36236.47,399,74.19,36.73,37.46,1030.06,112,-638,533961,86848,-7289,94137,-920110,180984,-1701747,36097.3,35846.11,251.19,36348.49
7-Jan-22,1700,1600,2619474,1543493,36231.66,100,76.77,39.89,36.88,1066.95,114,-624,1075981,185761,46874,138886,-781224,324647,-2453080,36110.74,35865.39,245.35,36356.08
10-Jan-22,1218,2133,1742692,2715391,36068.87,-915,-22.41,-7.85,-14.55,1052.4,-37,254,-972699,69915,-4104,74019,-707204,143934,-1336447,36106.55,35875.57,230.99,36337.54
11-Jan-22,2461,892,3417259,659203,36252.02,1569,136.73,70.99,65.75,1118.14,202,-1112,2758056,338729,134004,204725,-502479,543454,-3551049,36121.1,35894.39,226.71,36347.81
12-Jan-22,1711,1624,2439597,1520647,36290.32,87,131.76,71.79,59.97,1178.12,192,-1008,918950,396751,173251,223500,-278979,620251,-3849748,36138.02,35914.18,223.84,36361.86
13-Jan-22,1585,1781,1831306,2342197,36113.62,-196,98.99,58.4,40.59,1218.7,140,-672,-510891,305987,139044,166943,-112036,472930,-2865927,36135.58,35924.16,211.42,36347
14-Jan-22,1348,1991,2221915,2008047,35911.81,-643,24.79,23.33,1.46,1220.16,26,-3,213868,296775,142785,153990,41953,450765,-2629031,36113.2,35923.54,189.66,36302.87
18-Jan-22,526,2906,788349,3891821,35368.47,-2380,-215.69,-96.84,-118.85,1101.31,-335,2043,-3103472,-43250,-19528,-23722,18231,-66972,407470,36038.73,35895.79,142.94,36181.67
19-Jan-22,1063,2316,1375035,3069343,35028.65,-1253,-319.42,-154.65,-164.78,936.53,-484,2811,-1694308,-208356,-103267,-105089,-86858,-313444,1788333,35937.72,35852.43,85.29,36023.01
20-Jan-22,853,2503,1019310,3482133,34715.39,-1650,-452.48,-229.41,-223.07,713.46,-676,3786,-2462823,-433802,-221244,-212558,-299415,-646360,3604796,35815.49,35795.58,19.91,35835.4
21-Jan-22,680,2757,614754,4860462,34265.37,-2077,-614.93,-321.79,-293.14,420.32,-908,4955,-4245708,-814993,-422468,-392525,-691941,-1207518,6642986,35660.48,35719.07,-58.59,35601.89
24-Jan-22,1518,1966,3049855,3729278,34364.5,-448,-598.24,-328.1,-270.14,150.18,-868,4534,-679423,-801436,-435315,-366120,-1058061,-1167556,6154853,35530.88,35651.34,-120.46,35410.42
25-Jan-22,1428,1978,2360754,2696367,34297.73,-550,-593.42,-339.2,-254.22,-104.03,-848,4237,-335613,-754854,-430330,-324523,-1382584,-1079377,5411089,35407.56,35583.66,-176.09,35231.47
26-Jan-22,1081,2323,1971236,3598014,34168.09,-1242,-658.27,-384.34,-273.94,-377.97,-932,4547,-1626778,-842046,-490153,-351893,-1734478,-1193939,5843927,35283.62,35512.88,-229.26,35054.35
27-Jan-22,942,2476,1680176,3478009,34160.78,-1534,-745.85,-441.82,-304.03,-681.99,-1050,5031,-1797833,-937625,-555537,-382088,-2116566,-1319713,6322048,35171.33,35445.27,-273.94,34897.39
28-Jan-22,2265,1130,3566401,1421445,34725.47,1135,-557.76,-362.98,-194.78,-876.78,-753,3143,2144956,-629367,-420512,-208855,-2325420,-838221,3338870,35126.75,35409.28,-282.54,34844.21
31-Jan-22,2744,633,4240110,943027,35131.86,2111,-290.89,-239.28,-51.6,-928.38,-342,690,3297083,-236722,-234632,-2089,-2327510,-238811,-197024,35127.26,35395.41,-268.15,34859.1
1-Feb-22,2513,931,3742057,1016445,35405.24,1582,-103.6,-148.22,44.62,-883.76,-59,-951,2725612,59512,-86620,146132,-2181378,205643,-2716992,35155.06,35395.9,-240.85,34914.21
2-Feb-22,1490,1871,2050649,2332066,35629.33,-381,-131.34,-159.86,28.52,-855.24,-103,-673,-281417,25419,-96360,121779,-2059599,147198,-2288378,35202.48,35407.58,-205.09,34997.39
3-Feb-22,614,2713,791565,3480482,35111.16,-2099,-328.1,-256.81,-71.29,-926.53,-399,1026,-2688917,-246015,-225988,-20027,-2079626,-266042,134498,35193.35,35392.75,-199.4,34993.95
4-Feb-22,1503,1796,2815243,1743728,35089.74,-293,-324.59,-258.62,-65.97,-992.5,-391,929,1071515,-114262,-161113,46851,-2032775,-67411,-1004428,35182.99,35377.6,-194.61,34988.38
7-Feb-22,1801,1566,2468552,1738200,35091.13,235,-268.63,-233.94,-34.69,-1027.2,-303,391,730352,-29800,-116539,86739,-1946036,56939,-1677842,35173.8,35363.28,-189.48,34984.33
8-Feb-22,2024,1310,2868768,1505026,35462.78,714,-170.37,-186.54,16.17,-1011.02,-154,-478,1363742,109554,-42525,152079,-1793957,261633,-2779951,35202.7,35368.26,-165.55,35037.15
9-Feb-22,2394,916,3607158,844497,35768.06,1478,-5.53,-103.32,97.78,-913.24,92,-1863,2762661,374865,97734,277131,-1516827,651995,-4890616,35259.24,35388.25,-129.01,35130.23
10-Feb-22,856,2526,1588020,3619299,35241.59,-1670,-171.98,-181.65,9.67,-903.57,-162,-356,-2031279,134250,-8717,142967,-1373860,277217,-2582120,35257.47,35380.91,-123.44,35134.03
11-Feb-22,967,2393,1803276,3411748,34738.06,-1426,-297.38,-243.87,-53.51,-957.08,-351,719,-1608472,-40022,-88704,48682,-1325177,8660,-964988,35205.53,35348.77,-143.24,35062.29
14-Feb-22,939,2423,1118265,3473191,34566.17,-1484,-416.04,-305.88,-110.17,-1067.25,-526,1677,-2354926,-271512,-202016,-69497,-1394674,-341009,1048929,35141.6,35309.64,-168.04,34973.55
15-Feb-22,2579,785,3547179,865003,34988.84,1794,-195.04,-200.88,5.84,-1061.41,-189,-306,2682176,23856,-57806,81662,-1313012,105519,-1527729,35126.32,35293.6,-167.28,34959.04
16-Feb-22,2107,1243,2253939,1884185,34934.27,864,-89.14,-147.64,58.5,-1002.9,-31,-1201,369754,58446,-36428,94874,-1218138,153320,-1744162,35107.11,35275.63,-168.52,34938.6
17-Feb-22,886,2492,1065478,3469061,34312.03,-1606,-240.82,-220.56,-20.27,-1023.17,-261,144,-2403583,-187757,-154786,-32971,-1251109,-220728,438693,35027.61,35227.45,-199.85,34827.76
18-Feb-22,1257,2046,1491678,3199828,34079.18,-789,-295.64,-248.98,-46.66,-1069.83,-342,591,-1708150,-339796,-232454,-107342,-1358451,-447138,1699705,34932.76,35170.04,-237.28,34695.49
22-Feb-22,749,2593,991285,4142332,33596.61,-1844,-450.48,-328.73,-121.75,-1191.58,-572,1863,-3151047,-620921,-378384,-242538,-1600988,-863459,3987293,34799.15,35091.37,-292.22,34506.93
23-Feb-22,878,2479,1292700,3471547,33131.76,-1601,-565.53,-392.34,-173.19,-1364.77,-739,2725,-2178847,-776714,-468407,-308307,-1909295,-1085021,5081119,34632.41,34993.39,-360.98,34271.43
24-Feb-22,1941,1482,3488830,3213532,33223.83,459,-463.08,-349.78,-113.3,-1478.07,-576,1690,275298,-671513,-431222,-240291,-2149586,-911804,3894018,34491.55,34904.91,-413.36,34078.19
25-Feb-22,2760,590,4129240,965071,34058.75,2170,-199.77,-223.79,24.02,-1454.05,-176,-656,3164169,-287944,-251452,-36492,-2186079,-324437,405412,34448.27,34862.6,-414.33,34033.94
25-Feb-22,2760,590,4129240,965071,34058.75,2170,-199.77,-223.79,24.02,-1454.05,-176,-656,3164169,-287944,-251452,-36492,-2186079,-324437,405412,34448.27,34862.6,-414.33,34033.94
28-Feb-22,1559,1799,2718665,3342036,33892.6,-240,-203.79,-224.6,20.81,-1433.24,-183,-599,-623371,-321487,-270048,-51439,-2237518,-372926,655857,34392.7,34814.1,-421.4,33971.31
1-Mar-22,1331,2048,2026461,3850102,33294.95,-717,-255.11,-249.22,-5.89,-1439.13,-261,-143,-1823641,-471702,-347728,-123975,-2361493,-595677,1883820,34282.93,34738.14,-455.22,33827.71
2-Mar-22,2440,908,4276207,968881,33891.35,1532,-76.4,-160.16,83.76,-1355.38,7,-1668,3307326,-93800,-164975,71175,-2290318,-22624,-1446130,34243.77,34695.8,-452.03,33791.74
3-Mar-22,1384,1919,1892589,3128930,33794.66,-535,-122.26,-178.9,56.64,-1298.74,-66,-1198,-1236341,-208054,-218543,10489,-2279828,-197564,-407353,34198.86,34650.75,-451.89,33746.97
4-Mar-22,1071,2252,2007038,3762014,33614.8,-1181,-228.13,-229,0.87,-1297.87,-227,-245,-1754976,-362746,-295365,-67381,-2347209,-430127,917495,34140.45,34598.95,-458.5,33681.96
7-Mar-22,710,2698,1912313,5012546,32817.38,-1988,-404.12,-316.95,-87.17,-1385.04,-491,1252,-3100233,-636495,-435608,-200886,-2548096,-837381,3180347,34008.15,34509.87,-501.73,33506.42
8-Mar-22,1702,1607,4564963,2589938,32632.64,95,-354.21,-296.36,-57.85,-1442.89,-412,745,1975025,-375343,-315077,-60266,-2608362,-435609,769714,33870.6,34416.01,-545.41,33325.18
9-Mar-22,2498,833,4226106,1415658,33286.25,1665,-152.29,-198.29,46,-1396.89,-106,-1026,2810448,-56764,-158800,102037,-2506325,45273,-1995461,33812.16,34359.52,-547.36,33264.8
10-Mar-22,1358,1935,2308352,2572497,33174.07,-577,-194.76,-217.22,22.46,-1374.43,-172,-622,-264145,-77502,-164068,86566,-2419759,9064,-1722252,33748.35,34300.25,-551.9,33196.45
11-Mar-22,902,2411,844997,4038522,32944.19,-1509,-326.18,-281.81,-44.37,-1418.8,-371,517,-3193525,-389104,-315540,-73564,-2493323,-462668,1008605,33667.94,34232.45,-564.51,33103.43
14-Mar-22,876,2484,1431305,4074321,32945.24,-1608,-454.37,-348.12,-106.24,-1525.04,-561,1564,-2643016,-614495,-431914,-182581,-2675904,-797076,2854545,33595.67,34168.09,-572.42,33023.25
15-Mar-22,2298,1036,3944150,1380386,33544.34,1262,-282.73,-267.62,-15.11,-1540.16,-298,4,2563764,-296669,-282130,-14539,-2690443,-311208,-20428,33590.53,34136.9,-546.37,33044.17
16-Mar-22,2664,698,5277257,984486,34063.1,1966,-57.86,-155.94,98.08,-1442.08,40,-1921,4292771,162275,-53385,215660,-2474783,377935,-3935264,33637.79,34133.21,-495.42,33142.37
17-Mar-22,2624,719,3730074,1160876,34480.76,1905,138.43,-52.89,191.32,-1250.76,330,-3497,2569198,402967,77744,325223,-2149560,728190,-5776272,33722.09,34150.59,-428.5,33293.59
18-Mar-22,2208,1094,5748660,2634657,34754.93,1114,235.99,5.46,230.53,-1020.23,467,-4144,3114003,674071,229557,444514,-1705046,1118584,-7771691,33825.37,34180.8,-355.43,33469.94
21-Mar-22,1314,2209,2198097,2576509,34552.99,-895,122.89,-39.57,162.45,-857.77,285,-2964,-378412,568822,199158,369664,-1335382,938486,-6454792,33898.13,34199.41,-301.28,33596.85
22-Mar-22,2032,1277,3355439,1368510,34807.46,755,186.1,0.16,185.94,-671.83,372,-3347,1986929,710633,288547,422086,-913296,1132719,-7309002,33989.07,34229.82,-240.75,33748.32
23-Mar-22,1172,2138,2108106,2372055,34358.5,-966,70.89,-48.15,119.04,-552.8,190,-2191,-263949,613175,260922,352253,-561044,965427,-6079626,34026.01,34236.25,-210.24,33815.77
24-Mar-22,2183,1145,2943571,1125319,34707.94,1038,167.6,6.16,161.44,-391.36,329,-2900,1818252,733683,338789,394894,-166150,1128576,-6769301,34094.2,34259.83,-165.63,33928.57
25-Mar-22,1700,1607,2635612,1634067,34861.24,93,160.14,10.5,149.64,-241.72,310,-2683,1001545,760469,371926,388542,222393,1149011,-6621835,34170.91,34289.9,-119,34051.91
28-Mar-22,1642,1705,2209487,2043454,34955.89,-63,149.64,14.57,135.07,-69.99,285,-2417,166033,701025,361632,339393,561786,1040419,-5747450,34249.4,34323.2,-73.8,34175.61
29-Mar-22,2744,641,4031291,1024265,35294.19,2103,344.97,118.99,225.99,155.99,571,-3949,3007026,931625,493901,437724,999510,1369349,-7385127,34353.88,34371.75,-17.87,34336.01
30-Mar-22,1420,1906,1743268,2623714,35228.81,-486,261.88,88.74,173.14,329.13,435,-3028,-880446,750418,425184,325234,1324744,1075652,-5429028,34441.38,34414.61,26.77,34468.15
31-Mar-22,1348,2042,910546,3896351,34678.35,-694,166.29,49.6,116.69,445.82,283,-2051,-2985805,376796,254635,122161,1446905,498957,-1944266,34465.07,34427.79,37.28,34502.35
1-Apr-22,2157,1161,3237309,1285908,34818.27,996,249.26,96.92,152.34,598.15,402,-2645,1951401,534256,339473,194783,1641688,729040,-3166628,34500.39,34447.32,53.08,34553.47
4-Apr-22,1842,1529,2926564,1495794,34921.88,313,255.63,107.72,147.91,746.06,404,-2555,1430770,623908,394038,229870,1871558,853778,-3743620,34542.54,34471.04,71.5,34614.04
5-Apr-22,648,2716,1079873,3692069,34641.18,-2068,23.27,-1.06,24.33,770.39,48,-439,-2612196,300297,243726,56571,1928130,356869,-774556,34552.41,34479.55,72.85,34625.26
6-Apr-22,945,2391,1508257,3428265,34496.51,-1446,-123.66,-73.31,-50.35,720.05,-174,833,-1920008,78267,135539,-57273,1870857,20994,1166447,34546.82,34480.4,66.42,34613.23
7-Apr-22,1587,1720,1888038,2822081,34583.57,-133,-124.59,-76.29,-48.3,671.75,-173,793,-934043,-22964,82060,-105024,1765832,-127989,1972501,34550.49,34485.56,64.93,34615.42
8-Apr-22,1475,1825,2269427,1679371,34721.12,-350,-147.13,-89.98,-57.15,614.59,-204,939,590056,38338,107460,-69122,1696710,-30784,1351661,34567.55,34497.34,70.22,34637.77
11-Apr-22,1011,2299,1656419,2545222,34308.08,-1288,-261.22,-149.88,-111.34,503.25,-373,1854,-888803,-54376,57647,-112023,1584687,-166399,2074064,34541.61,34487.87,53.73,34595.34
12-Apr-22,1660,1645,1692605,2336202,34220.36,15,-233.6,-141.64,-91.96,411.29,-326,1514,-643597,-113298,22585,-135883,1448804,-249181,2468480,34509.48,34474.5,34.98,34544.47
13-Apr-22,2450,891,3140697,606832,34564.59,1559,-54.34,-56.6,2.27,413.56,-52,-97,2533865,151418,148149,3269,1452073,154687,89302,34514.99,34479,35.99,34550.98
14-Apr-22,1222,2112,1280872,2747304,34451.23,-890,-137.9,-98.27,-39.63,373.93,-178,615,-1466432,-10367,67420,-77787,1374286,-88154,1467580,34508.62,34477.61,31,34539.62
18-Apr-22,1256,2073,1633913,2184397,34411.69,-817,-205.81,-134.21,-71.6,302.32,-277,1155,-550484,-64379,36525,-100903,1273383,-165282,1852782,34498.92,34474.32,24.61,34523.53
19-Apr-22,2269,1059,2833968,1198752,34911.2,1210,-64.23,-67,2.77,305.09,-61,-117,1635216,105581,116459,-10878,1262505,94702,312269,34540.15,34496.16,43.99,34584.14
